profile_gender,profile_age,work_country,work_province,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_specialization_courses,profile_open_source_contributions,profile_programming_as_hobby,work_role,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,tools_IDEs,tools_work_pc_os,tools_cellphone_os,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,work_has_violence_situations,profile_sexual_orientation,profile_has_disabilities,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_recommended,company_diversity_policies,company_extra_benefits,company_best_companies_city
Hombre,30,Argentina,Provincia de Buenos Aires,5.0,1.0,1.0,0,Universitario,En curso,Ingeniería en Informática,USAL - Universidad del Salvador,No,No,Sí,Developer,Azure,".NET, C#, CSS, HTML, Javascript, TypeScript",".NET Core, Vue.js",Microsoft SQL Server,Postman,Visual Studio Code,Windows,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,108000.0,80000.0,,4,3,De uno a tres sueldos,Mix de las anteriores,Tres,28.0,4,Jamás,Heterosexual,,,51-100,Otras industrias,9,10,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,28,Argentina,Ciudad Autónoma de Buenos Aires,0.0,0.0,0.0,0,Secundario,Completado,Analista Programador,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Developer,Ninguna,"CSS, HTML, Javascript","Node.js, React.js",Ninguna,Postman,Visual Studio Code,macOS,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,69000.0,55500.0,,3,3,3+ sueldos,Mix de las anteriores,No,0.0,0,En un trabajo anterior,Heterosexual,,,10001+,Otras industrias,10,10,"Comidas pagas / subvencionadas, Horarios flexibles",
Mujer,37,Argentina,Ciudad Autónoma de Buenos Aires,12.0,0.0,10.0,0,Universitario,Completado,Licenciatura en Sistemas de Información,USAL - Universidad del Salvador,"Sí, de forma particular",No,No,Developer,"Amazon Web Services, Docker, Kubernetes","Bash/Shell, Java, SQL","Hibernate, jQuery, Spring","MySQL, PostgreSQL",JUnit,"Eclipse, IntelliJ, Sublime Text, Visual Studio Code",macOS,iOS,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,157300.0,75000.0,,3,3,Un sueldo,Mix de las anteriores,Dos,21.0,6,En un trabajo anterior,Heterosexual,,,501-1000,Producto basado en Software,8,9,"Abono de celular, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","Medallia, Mulesoft"
Hombre,36,Argentina,Ciudad Autónoma de Buenos Aires,15.0,2.0,8.0,0,Secundario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Infosec,"Docker, Linux",Bash/Shell,Ninguno,PostgreSQL,Ninguna,Vim,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,195200.0,130000.0,,3,3,Menos de un sueldo,Mix de las anteriores,Uno,23.0,4,Jamás,Heterosexual,,,2001-5000,Servicios / Consultoría de Software / Digital,8,8,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Sueldo divido en dos pagos por mes",
Mujer,37,Argentina,Ciudad Autónoma de Buenos Aires,10.0,5.0,0.0,5,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Lead Product Artist,Firebase,Javascript,Ninguno,Ninguna,Ninguna,"Android Studio, Xcode",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,110000.0,80000.0,,2,2,No,No recibo bono,Uno,11.2,4,Jamás,Heterosexual,,,201-500,Producto basado en Software,10,10,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,42,Argentina,Ciudad Autónoma de Buenos Aires,18.0,12.0,12.0,5,Posgrado,Completado,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Infosec,"Docker, Linux, VMWare, Windows Server",Ninguno,Ninguno,PostgreSQL,Ninguna,Ninguno,Windows,Android,"Sí, pasiva",0.0,Bruto,Full-Time,288000.0,207000.0,,4,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,5001-10000,Otras industrias,8,9,Ninguna de las anteriores,
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,20.0,8.0,7.0,15,Universitario,Completado,Licenciatura en Sistemas de Información,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Manager / Director,"Azure, Kubernetes",".NET, C#, HTML, Javascript, Python, SQL, TypeScript",".NET Core, Angular, Bootstrap, Flask, Hibernate, Node.js","ElasticSearch, Microsoft SQL Server, Oracle, PostgreSQL, Redis","Katalon, Postman, SoapUI","PyCharm, Visual Studio, Visual Studio Code",Windows,Android,"Sí, pasiva",0.0,Bruto,Full-Time,219.0,150.0,,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,1,Jamás,Heterosexual,,,10001+,Otras industrias,2,8,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas",MercadoLibre
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,15.0,3.0,3.0,1,Terciario,Completado,Diseño de Imágen y Sonido,ORT,"Sí, de forma particular",Sí,No,Product Manager,Ninguna,Ninguno,Ninguno,Oracle,Ninguna,Ninguno,Windows,Android,No,0.0,Bruto,Full-Time,100000.0,80000.0,,1,1,De uno a tres sueldos,Performance individual,No,0.0,0,En un trabajo anterior,¿Qué les importa?,,,5001-10000,Otras industrias,6,9,Clases de gimnasia online,
Hombre,34,Argentina,Entre Ríos,8.0,1.0,1.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Technical Leader,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, Go, Java","Hibernate, jQuery, Node.js, React.js, Spark, Spring","Amazon DynamoDB, ElasticSearch, HANA, MariaDB, MongoDB, MySQL, Oracle",JUnit,"IntelliJ, Visual Studio Code",macOS,Android,"Sí, pasiva",0.0,Bruto,Full-Time,180000.0,115000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,10.0,6,Jamás,Heterosexual,,,10001+,Otras industrias,9,9,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Argentina,GBA,12.0,7.0,0.0,2,Universitario,Completado,,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Technical Leader,"AIX, Docker, HP-UX, Kubernetes, Linux, OpenStack, Solaris","Bash/Shell, Python",Ninguno,Ninguna,Ninguna,"Notepad++, Visual Studio Code",Windows,Android,"Sí, pasiva",0.0,Porcentaje de mi sueldo,Full-Time,129500.0,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,15.0,3,,,,,5001-10000,Otras industrias,7,9,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",
Mujer,35,Argentina,Ciudad Autónoma de Buenos Aires,12.0,0.0,0.0,0,Universitario,Completado,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,No,Project Manager,Ninguna,Ninguno,Ninguno,Microsoft SQL Server,Ninguna,Ninguno,Windows,iOS,No,0.0,Neto,Full-Time,92000.0,74000.0,,3,2,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,101-200,Otras industrias,10,10,"Abono de celular, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Gimansio pago","Google,Facebook,MuleSoft,Mercado Libre"
Hombre,32,Argentina,Ciudad Autónoma de Buenos Aires,14.0,2.0,0.0,20,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Manager / Director,"Amazon Web Services, Docker, Linux","Bash/Shell, CSS, Javascript, PHP, SQL","jQuery, Node.js, Vue.js","PostgreSQL, Redis","Postman, Selenium",Sublime Text,GNU/Linux,Android,"Sí, pasiva",0.0,Bruto,Full-Time,160000.0,109000.0,,2,3,De uno a tres sueldos,Mix de las anteriores,Dos,35.0,5,Jamás,Heterosexual,,No,51-100,Producto basado en Software,8,10,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,20.0,0.0,0.0,0,Posgrado,Completado,,UAI - Universidad Abierta Interamericana,"Sí, de forma particular",No,No,Sales / Pre-Sales,"Docker, Kubernetes, Linux, OpenShift, OpenStack",Ninguno,Ninguno,Ninguna,Ninguna,Ninguno,macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,166100.0,100000.0,,3,3,Menos de un sueldo,Performance individual,Uno,23.0,4,En mi trabajo actual,Heterosexual,,,5001-10000,Servicios / Consultoría de Software / Digital,6,10,Abono de celular,
Mujer,30,Argentina,Ciudad Autónoma de Buenos Aires,4.0,1.0,1.0,0,Universitario,Completado,Diseño Multimedial,UADE - Universidad Argentina De la Empresa,"Sí, de forma particular",No,No,UX,Ninguna,Ninguno,WordPress,Ninguna,Ninguna,Ninguno,macOS,iOS,No,0.0,Neto,Part-Time,15.0,15.0,,2,2,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,1-10,Servicios / Consultoría de Software / Digital,6,10,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",mercado libre
Hombre,35,Argentina,GBA,10.0,1.0,6.0,0,Terciario,Completado,Diseño Multimedial,,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Heroku","Go, Java, Kotlin",Spring,"MongoDB, PostgreSQL",JUnit,IntelliJ,macOS,Android,No,0.0,Bruto,Full-Time,170000.0,,Mi sueldo está dolarizado,2,2,No,No recibo bono,No,0.0,0,En un trabajo anterior,Heterosexual,,,201-500,Producto basado en Software,8,8,Capacitaciones y/o cursos,
Otros,26,Argentina,Ciudad Autónoma de Buenos Aires,1.0,1.0,1.0,0,Universitario,En curso,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Firebase, Google Cloud Platform/App Engine","CSS, Dart, HTML, Java, Javascript, Kotlin","Bootstrap, Flutter, Hibernate, jQuery, Node.js, React.js, SwiftUI, Spring, Vue.js",Google Cloud Storage,Ninguna,"IntelliJ, Visual Studio Code, Xcode",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,44000.0,37000.0,,3,3,Menos de un sueldo,Performance de la compañía,No,0.0,0,En un trabajo anterior,Homosexual,,,2001-5000,Producto basado en Software,8,9,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,3.0,1.5,6.0,0,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,Sí,Developer,"Docker, Linux","HTML, Java, Javascript, Kotlin","Node.js, React.js, Spring",Ninguna,"JUnit, Mocha","Android Studio, IntelliJ",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,110000.0,85000.0,,2,2,Un sueldo,Mix de las anteriores,Uno,20.0,3,Jamás,Heterosexual,,No,2001-5000,Producto basado en Software,6,7,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",Mercado libre mulesoft
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,3.0,0.0,0.0,0,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,No,Developer,Azure,".NET, C#, CSS, HTML, Javascript, TypeScript",".NET Core, Angular, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna,"Vim, Visual Studio, Visual Studio Code",Windows,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,85000.0,76000.0,,3,1,No,No recibo bono,Uno,14.0,7,Jamás,Heterosexual,,,10001+,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,10.0,18.0,2.0,0,Secundario,Completado,,,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,Mainframe,rexx,Ninguno,IBM Db2,Ninguna,Eclipse,Windows,Android,"Sí, pasiva",20000.0,Neto,Full-Time,240000.0,150000.0,,4,3,Menos de un sueldo,Performance de la compañía,No,0.0,0,,,,,2001-5000,Otras industrias,9,8,Licencia de paternidad/maternidad extendida,
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,10.0,6.0,2.0,0,Universitario,Completado,Diseño Gráfico,fadu,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,una de la empresa,"CSS, HTML, Java, Javascript, Kotlin, Python, TypeScript","Angular, jQuery, Node.js",MySQL,JUnit,"Atom, IntelliJ, Vi, Visual Studio, Visual Studio Code",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,150000.0,100000.0,,2,3,De uno a tres sueldos,Mix de las anteriores,Uno,33.0,3,Jamás,¿Qué les importa?,,,501-1000,Producto basado en Software,7,9,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,34,Argentina,Córdoba,5.0,3.0,3.0,0,Terciario,Completado,Tecnicatura Superior en Robotica,ITUOM (Instituto Tecnológico de la Unión Obrera Metalúrgica),"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,"Docker, Kubernetes, Linux","CSS, HTML, Javascript, Python, SQL","Bootstrap, Django, jQuery, React.js","Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, PostgreSQL, Redis, SQLite",Ninguna,"PyCharm, Visual Studio Code, LiClipse",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,119500.0,89800.0,,2,2,De uno a tres sueldos,Performance individual,No,0.0,1,En mi trabajo actual,Heterosexual,,,11-50,Producto basado en Software,8,8,Horarios flexibles,"Mercado Libre, Tarjeta Naranja, Globant, Moni"
Hombre,33,Argentina,Provincia de Buenos Aires,10.0,10.0,5.0,0,Universitario,Completado,Licenciatura en Sistemas de Información,UNLu,"Sí, de forma particular",No,No,Developer,"Docker, Linux","Javascript, PHP, Python","Bootstrap, jQuery, Laravel","MySQL, PostgreSQL",Ninguna,Sublime Text,GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,105000.0,81000.0,,2,3,No,No recibo bono,Dos,20.0,7,Jamás,Heterosexual,,,1001-2000,Otras industrias,6,7,"Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Licencia de paternidad/maternidad extendida",
Hombre,28,Argentina,GBA,0.0,0.0,0.0,0,Universitario,Incompleto,Analista de Sistemas,UNaM - Universidad Nacional de Misiones,No,No,Sí,Developer,"Amazon Web Services, Windows Server","PHP, Python",Ninguno,"Amazon RDS/Aurora, MySQL",Ninguna,"PHPStorm, Sublime Text, Visual Studio Code",Windows,Android,No,0.0,Bruto,Full-Time,42000.0,38000.0,,3,2,No,No recibo bono,No,0.0,0,Jamás,Homosexual,,,101-200,Otras industrias,3,4,"Horarios flexibles, Pago de alquiler más expensas",
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,3.0,0.0,0.0,0,Secundario,Incompleto,Tecnicatura en Informática,EETN°2 Olavarria,No,No,Sí,SysAdmin / DevOps / SRE,"AIX, Docker, Linux, OpenShift, VMWare","Bash/Shell, Python",Ninguno,Sybase,Ninguna,"Atom, Vim",GNU/Linux,iOS,"Sí, pasiva",0.0,Bruto,Full-Time,130000.0,98000.0,,4,3,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,51-100,Producto basado en Software,9,9,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,27,Argentina,Ciudad Autónoma de Buenos Aires,4.0,1.0,1.0,0,Universitario,Completado,Diseño Gráfico,Escuela de Artes y letras (Colombia),"Sí, de forma particular",Sí,Sí,Designer,"JIRA,  Figma, Programas de adobe.","CSS, HTML","Bootstrap, Node.js, Vue.js",Amazon DynamoDB,Cypress,"Sublime Text, Visual Studio Code",macOS,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,85000.0,67000.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,No,51-100,Producto basado en Software,4,9,Ninguna de las anteriores,"Mercadolibre, cualquier empresa que sea extranjera."
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,3.0,1.0,1.0,1,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,No,No,Sí,Developer,Ninguna,"HTML, Javascript, PHP, SQL",Ninguno,MySQL,Ninguna,"Sublime Text, Visual Studio Code",GNU/Linux,Android,No,0.0,Bruto,Full-Time,72000.0,60000.0,,1,2,No,No recibo bono,No,0.0,1,Jamás,¿Qué les importa?,,,201-500,Producto basado en Software,7,7,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Argentina,GBA,14.0,2.0,2.0,0,Universitario,Completado,Ingeniería en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Project Manager,"Google Cloud Platform/App Engine, HORTONWORKS DATA PLATFORM","Java, Python, Scala, SQL","Hadoop, Spark, Spring, TensorFlow","Apache HBase, Apache Hive, Google Cloud Storage, Microsoft SQL Server, Oracle, Google BigQuery","Postman, Visual Studio Coded UI","IntelliJ, IPython / Jupyter, Notepad++, Visual Studio Code",Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,247000.0,150000.0,,3,3,Un sueldo,Mix de las anteriores,Uno,40.0,3,Jamás,Heterosexual,,,201-500,Servicios / Consultoría de Software / Digital,8,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,3.0,1.0,1.0,0,Secundario,Completado,Tecnicatura en Informática,Jose Hernandez,"No, Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Docker, Linux, VMWare","Bash/Shell, Groovy, HTML, TypeScript",Node.js,"ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Postman,"Notepad++, Sublime Text",Windows,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,65000.0,50000.0,,1,1,Un sueldo,Mix de las anteriores,Uno,5.0,1,En un trabajo anterior,Heterosexual,,,201-500,Otras industrias,8,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,32,Argentina,Ciudad Autónoma de Buenos Aires,10.0,0.0,0.0,0,Terciario,Completado,Diseño Gráfico,Gutenberg,"Sí, de forma particular, Sí, los pagó un empleador",No,No,UX,Ninguna,Ninguno,Ninguno,Ninguna,Ninguna,Ninguno,macOS,Android,No,0.0,Neto,Full-Time,95000.0,75000.0,,3,3,No,No recibo bono,No,0.0,0,En un trabajo anterior,Bisexual o queer,,No,101-200,Producto basado en Software,9,6,"Comidas pagas / subvencionadas, Licencia de paternidad/maternidad extendida",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,15.0,2.0,4.0,30,Posgrado,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Manager / Director,Ninguna,Ninguno,Ninguno,Ninguna,Ninguna,Ninguno,Windows,Android,No,0.0,Bruto,Full-Time,215000.0,140000.0,,2,1,3+ sueldos,Performance grupal,No,0.0,0,Jamás,Heterosexual,,,1001-2000,Otras industrias,2,9,"Abono de celular, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Licencia de paternidad/maternidad extendida",
Mujer,33,Argentina,GBA,5.0,1.0,1.0,7,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Heroku, Kubernetes, Linux",".NET, C#, CSS, HTML, Java, Javascript, PHP, SQL, TypeScript",".NET Core, Bootstrap, CodeIgniter, Hibernate, jQuery, Node.js, React.js, Spring","Amazon Redshift, IBM Db2, Informix, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, SQLite","JUnit, Postman","Eclipse, Sublime Text, Visual Studio Code",GNU/Linux,Android,No,0.0,Porcentaje de mi sueldo,Full-Time,67000.0,60000.0,,1,1,No,No recibo bono,No,0.0,0,Jamás,Heterosexual,,,501-1000,Servicios / Consultoría de Software / Digital,3,3,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Argentina,Ciudad Autónoma de Buenos Aires,5.0,1.0,4.0,0,Universitario,En curso,Licenciatura en Redes de Datos,UP - Universidad de Palermo,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Docker, Kubernetes, Linux, OpenShift, VMWare",".NET, Go, Java, Kotlin, Python",".NET Core, Flask, Spring","MongoDB, MySQL, Oracle, PostgreSQL","Cypress, JUnit, Mocha, Postman, Selenium","IntelliJ, PyCharm, Vi, Vim, Visual Studio Code, Xcode",Windows,iOS,No,0.0,Porcentaje de mi sueldo,Full-Time,190000.0,120000.0,,3,3,De uno a tres sueldos,Mix de las anteriores,No,0.0,0,Jamás,Heterosexual,,,5001-10000,Otras industrias,8,10,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
